"Tpr","Ppr","z","set"
2,11.9576,1.24314,"14"
2,11.9577,1.24314,"14"
2,11.9739,1.24392,"14"
2,11.9916,1.24477,"14"
2,11.9917,1.24478,"14"
2,11.9921,1.2448,"14"
2,12.0004,1.24519,"14"
2,12.0005,1.2452,"14"
2,12.0006,1.2452,"14"
2,12.0087,1.24559,"14"
2,12.0095,1.24563,"14"
2,12.0172,1.246,"14"
2,12.0179,1.24603,"14"
2,12.0266,1.24645,"14"
2,12.0342,1.24682,"14"
2,12.052,1.24767,"14"
2,12.0606,1.24808,"14"
2,12.0608,1.24809,"14"
2,12.0609,1.24809,"14"
2,12.0611,1.24811,"14"
2,12.069,1.24849,"14"
2,12.0696,1.24851,"14"
2,12.0775,1.24889,"14"
2,12.0784,1.24894,"14"
2,12.0869,1.24934,"14"
2,12.0946,1.24971,"14"
2,12.0955,1.24976,"14"
2,12.1124,1.25057,"14"
2,12.1209,1.25097,"14"
2,12.1294,1.25138,"14"
2,12.1297,1.2514,"14"
2,12.1298,1.2514,"14"
2,12.1379,1.25179,"14"
2,12.1385,1.25182,"14"
2,12.1387,1.25183,"14"
2,12.1549,1.25261,"14"
2,12.1559,1.25265,"14"
2,12.156,1.25266,"14"
2,12.1645,1.25307,"14"
2,12.1812,1.25387,"14"
2,12.1814,1.25387,"14"
2,12.1897,1.25428,"14"
2,12.1982,1.25468,"14"
2,12.1987,1.25471,"14"
2,12.1988,1.25471,"14"
2,12.2075,1.25513,"14"
2,12.2077,1.25514,"14"
2,12.2153,1.2555,"14"
2,12.2162,1.25555,"14"
2,12.2335,1.25638,"14"
2,12.2336,1.25638,"14"
2,12.2417,1.25677,"14"
2,12.2501,1.25717,"14"
2,12.2502,1.25718,"14"
2,12.2585,1.25758,"14"
2,12.2591,1.2576,"14"
2,12.267,1.25798,"14"
2,12.2678,1.25802,"14"
2,12.2679,1.25802,"14"
2,12.2681,1.25803,"14"
2,12.2938,1.25927,"14"
2,12.3026,1.25969,"14"
2,12.3104,1.26007,"14"
2,12.3106,1.26007,"14"
2,12.3107,1.26008,"14"
2,12.3194,1.2605,"14"
2,12.3273,1.26088,"14"
2,12.3275,1.26089,"14"
2,12.3281,1.26092,"14"
2,12.3368,1.26133,"14"
2,12.3457,1.26176,"14"
2,12.3542,1.26216,"14"
2,12.3628,1.26258,"14"
2,12.3708,1.26296,"14"
2,12.371,1.26297,"14"
2,12.3716,1.263,"14"
2,12.3877,1.26377,"14"
2,12.3879,1.26378,"14"
2,12.3884,1.26381,"14"
2,12.3971,1.26422,"14"
2,12.4058,1.26464,"14"
2,12.414,1.26504,"14"
2,12.4146,1.26507,"14"
2,12.4231,1.26547,"14"
2,12.4311,1.26586,"14"
2,12.4318,1.26589,"14"
2,12.4396,1.26626,"14"
2,12.44,1.26628,"14"
2,12.4406,1.26631,"14"
2,12.448,1.26667,"14"
2,12.4487,1.2667,"14"
2,12.4492,1.26672,"14"
2,12.4661,1.26753,"14"
2,12.4744,1.26793,"14"
2,12.4748,1.26795,"14"
2,12.4836,1.26837,"14"
2,12.4838,1.26839,"14"
2,12.4914,1.26875,"14"
2,12.4921,1.26878,"14"
2,12.4999,1.26916,"14"
2,12.5003,1.26918,"14"
2,12.5008,1.2692,"14"
2,12.5177,1.27001,"14"
2,12.5182,1.27003,"14"
2,12.5351,1.27084,"14"
2,12.5433,1.27124,"14"
2,12.5438,1.27126,"14"
2,12.5526,1.27168,"14"
2,12.5603,1.27205,"14"
2,12.5604,1.27206,"14"
2,12.5607,1.27207,"14"
2,12.5611,1.27209,"14"
2,12.5615,1.27211,"14"
2,12.5698,1.27251,"14"
2,12.5773,1.27287,"14"
2,12.578,1.2729,"14"
2,12.5954,1.27374,"14"
2,12.5958,1.27376,"14"
2,12.6037,1.27413,"14"
2,12.6041,1.27416,"14"
2,12.6206,1.27495,"14"
2,12.6208,1.27495,"14"
2,12.6216,1.27499,"14"
2,12.6301,1.2754,"14"
2,12.6377,1.27576,"14"
2,12.6387,1.27582,"14"
2,12.6391,1.27583,"14"
2,12.6469,1.27621,"14"
2,12.647,1.27621,"14"
2,12.664,1.27703,"14"
2,12.6644,1.27705,"14"
2,12.6648,1.27706,"14"
2,12.6731,1.27746,"14"
2,12.681,1.27784,"14"
2,12.6811,1.27785,"14"
2,12.698,1.27866,"14"
2,12.699,1.27871,"14"
2,12.6991,1.27871,"14"
2,12.6992,1.27872,"14"
2,12.7072,1.2791,"14"
2,12.7074,1.27911,"14"
2,12.7244,1.27992,"14"
2,12.7247,1.27994,"14"
2,12.7253,1.27997,"14"
2,12.7338,1.28038,"14"
2,12.7413,1.28074,"14"
2,12.7414,1.28074,"14"
2,12.7421,1.28077,"14"
2,12.7424,1.28079,"14"
2,12.7425,1.28079,"14"
2,12.7583,1.2815,"14"
2,12.7677,1.28191,"14"
2,12.768,1.28193,"14"
2,12.7681,1.28193,"14"
2,12.7762,1.28229,"14"
2,12.7767,1.28231,"14"
2,12.7933,1.28305,"14"
2,12.7937,1.28307,"14"
2,12.8016,1.28342,"14"
2,12.8018,1.28343,"14"
2,12.8028,1.28348,"14"
2,12.8029,1.28348,"14"
2,12.811,1.28384,"14"
2,12.8113,1.28385,"14"
2,12.8114,1.28386,"14"
2,12.8187,1.28418,"14"
2,12.8201,1.28424,"14"
2,12.8366,1.28516,"14"
2,12.837,1.28518,"14"
2,12.8371,1.28519,"14"
2,12.8457,1.28566,"14"
2,12.8537,1.28611,"14"
2,12.8541,1.28613,"14"
2,12.8621,1.28658,"14"
2,12.879,1.28752,"14"
2,12.8798,1.28756,"14"
2,12.88,1.28757,"14"
2,12.8804,1.28759,"14"
2,12.8805,1.2876,"14"
2,12.8878,1.28801,"14"
2,12.8889,1.28807,"14"
2,12.8969,1.28851,"14"
2,12.8977,1.28856,"14"
2,12.906,1.28892,"14"
2,12.9061,1.28893,"14"
2,12.914,1.28928,"14"
2,12.9146,1.28931,"14"
2,12.9225,1.28966,"14"
2,12.923,1.28968,"14"
2,12.9394,1.29041,"14"
2,12.9482,1.2908,"14"
2,12.9488,1.29083,"14"
2,12.949,1.29084,"14"
2,12.9579,1.29123,"14"
2,12.958,1.29124,"14"
2,12.9581,1.29124,"14"
2,12.9659,1.29159,"14"
2,12.9744,1.29196,"14"
2,12.9749,1.29199,"14"
2,12.9751,1.292,"14"
2,12.9753,1.29201,"14"
2,12.9836,1.29242,"14"
2,12.9915,1.29281,"14"
2,12.992,1.29284,"14"
2,12.9997,1.29323,"14"
2,13.0085,1.29367,"14"
2,13.0091,1.2937,"14"
2,13.0093,1.29371,"14"
2,13.0185,1.29417,"14"
2,13.0262,1.29455,"14"
2,13.0269,1.29459,"14"
2,13.027,1.29459,"14"
2,13.0347,1.29498,"14"
2,13.0353,1.29501,"14"
2,13.0356,1.29502,"14"
2,13.0358,1.29503,"14"
2,13.0432,1.2954,"14"
2,13.0441,1.29545,"14"
2,13.0443,1.29546,"14"
2,13.0523,1.29586,"14"
2,13.0526,1.29587,"14"
2,13.0601,1.29625,"14"
2,13.0689,1.29669,"14"
2,13.0695,1.29672,"14"
2,13.0783,1.29716,"14"
2,13.0866,1.29757,"14"
2,13.0951,1.298,"14"
2,13.0962,1.29805,"14"
2,13.1045,1.29847,"14"
2,13.1046,1.29847,"14"
2,13.1047,1.29848,"14"
2,13.1118,1.29883,"14"
2,13.1129,1.29889,"14"
2,13.113,1.29889,"14"
2,13.1133,1.29891,"14"
2,13.1213,1.29926,"14"
2,13.1216,1.29928,"14"
2,13.1292,1.29962,"14"
2,13.1384,1.30003,"14"
2,13.1473,1.30042,"14"
2,13.1554,1.30078,"14"
2,13.1555,1.30079,"14"
2,13.1725,1.30154,"14"
2,13.1735,1.30158,"14"
2,13.1736,1.30159,"14"
2,13.1738,1.3016,"14"
2,13.1808,1.30191,"14"
2,13.1817,1.30195,"14"
2,13.1819,1.30196,"14"
2,13.182,1.30196,"14"
2,13.1896,1.3023,"14"
2,13.1905,1.30234,"14"
2,13.1909,1.30236,"14"
2,13.191,1.30236,"14"
2,13.1988,1.3028,"14"
2,13.2076,1.30329,"14"
2,13.2159,1.30375,"14"
2,13.2244,1.30422,"14"
2,13.2328,1.30469,"14"
2,13.2411,1.30515,"14"
2,13.2499,1.30564,"14"
2,13.2506,1.30568,"14"
2,13.2508,1.30569,"14"
2,13.2511,1.3057,"14"
2,13.2512,1.30571,"14"
2,13.2595,1.30617,"14"
2,13.2596,1.30618,"14"
2,13.26,1.3062,"14"
2,13.2678,1.30663,"14"
2,13.2685,1.30667,"14"
2,13.2686,1.30667,"14"
2,13.2762,1.30701,"14"
2,13.2766,1.30703,"14"
2,13.2847,1.30739,"14"
2,13.2932,1.30777,"14"
2,13.3014,1.30813,"14"
2,13.3103,1.30853,"14"
2,13.3196,1.30894,"14"
2,13.3198,1.30895,"14"
2,13.3201,1.30896,"14"
2,13.3281,1.30932,"14"
2,13.3285,1.30934,"14"
2,13.3286,1.30934,"14"
2,13.3288,1.30935,"14"
2,13.3376,1.30974,"14"
2,13.3452,1.31008,"14"
2,13.3456,1.3101,"14"
2,13.3461,1.31012,"14"
2,13.3462,1.31013,"14"
2,13.3537,1.31054,"14"
2,13.3618,1.31099,"14"
2,13.3621,1.31101,"14"
2,13.3706,1.31148,"14"
2,13.38,1.312,"14"
2,13.3887,1.31249,"14"
2,13.3888,1.31249,"14"
2,13.3971,1.31295,"14"
2,13.3975,1.31297,"14"
2,13.3976,1.31298,"14"
2,13.3977,1.31299,"14"
2,13.4056,1.31342,"14"
2,13.4064,1.31347,"14"
2,13.4135,1.31387,"14"
2,13.4225,1.31436,"14"
2,13.4237,1.31443,"14"
2,13.4238,1.31444,"14"
2,13.4239,1.31444,"14"
2,13.4309,1.31467,"14"
2,13.4489,1.31527,"14"
2,13.4491,1.31528,"14"
2,13.4574,1.31556,"14"
2,13.4577,1.31557,"14"
2,13.4659,1.31584,"14"
2,13.4665,1.31586,"14"
2,13.4667,1.31587,"14"
2,13.4754,1.31615,"14"
2,13.4828,1.3164,"14"
2,13.484,1.31644,"14"
2,13.4913,1.31669,"14"
2,13.4916,1.3167,"14"
2,13.5009,1.31701,"14"
2,13.5013,1.31702,"14"
2,13.5014,1.31703,"14"
2,13.5015,1.31703,"14"
2,13.5179,1.31794,"14"
2,13.5264,1.31841,"14"
2,13.5267,1.31843,"14"
2,13.5349,1.31889,"14"
2,13.5354,1.31892,"14"
2,13.5432,1.31935,"14"
2,13.5442,1.3194,"14"
2,13.5443,1.31941,"14"
2,13.5514,1.31981,"14"
2,13.5516,1.31982,"14"
2,13.552,1.31984,"14"
2,13.553,1.31989,"14"
2,13.5616,1.32037,"14"
2,13.5699,1.32083,"14"
2,13.5789,1.32133,"14"
2,13.579,1.32134,"14"
2,13.5791,1.32134,"14"
2,13.5867,1.32168,"14"
2,13.5869,1.32169,"14"
2,13.587,1.32169,"14"
2,13.5952,1.32206,"14"
2,13.6035,1.32243,"14"
2,13.6045,1.32247,"14"
2,13.6118,1.32279,"14"
2,13.612,1.3228,"14"
2,13.6123,1.32282,"14"
2,13.613,1.32285,"14"
2,13.6219,1.32324,"14"
2,13.6306,1.32363,"14"
2,13.6388,1.324,"14"
2,13.6472,1.32437,"14"
2,13.6556,1.32474,"14"
2,13.6557,1.32475,"14"
2,13.656,1.32476,"14"
2,13.6566,1.32478,"14"
2,13.6567,1.32479,"14"
2,13.6637,1.32518,"14"
2,13.6639,1.32519,"14"
2,13.6721,1.32565,"14"
2,13.6813,1.32616,"14"
2,13.682,1.3262,"14"
2,13.6821,1.3262,"14"
2,13.6909,1.32669,"14"
2,13.6992,1.32715,"14"
2,13.6995,1.32717,"14"
2,13.7082,1.32766,"14"
2,13.7161,1.32809,"14"
2,13.7162,1.3281,"14"
2,13.7242,1.32854,"14"
2,13.7245,1.32856,"14"
2,13.725,1.32859,"14"
2,13.7325,1.329,"14"
2,13.7327,1.32901,"14"
2,13.7342,1.3291,"14"
2,13.7424,1.32946,"14"
2,13.7429,1.32949,"14"
2,13.743,1.32949,"14"
2,13.7511,1.32985,"14"
2,13.7598,1.33024,"14"
2,13.7768,1.33099,"14"
2,13.7772,1.33101,"14"
2,13.7846,1.33134,"14"
2,13.7847,1.33135,"14"
2,13.7849,1.33135,"14"
2,13.785,1.33136,"14"
2,13.7852,1.33137,"14"
2,13.7858,1.33139,"14"
2,13.7928,1.3317,"14"
2,13.7939,1.33175,"14"
2,13.8016,1.3321,"14"
2,13.8033,1.33217,"14"
2,13.8113,1.33253,"14"
2,13.8118,1.33255,"14"
2,13.8201,1.33301,"14"
2,13.8205,1.33303,"14"
2,13.8374,1.33397,"14"
2,13.8445,1.33437,"14"
2,13.8449,1.33439,"14"
2,13.8452,1.33441,"14"
2,13.8454,1.33442,"14"
2,13.8455,1.33442,"14"
2,13.8458,1.33444,"14"
2,13.8461,1.33446,"14"
2,13.8537,1.33488,"14"
2,13.862,1.33534,"14"
2,13.8629,1.33539,"14"
2,13.8635,1.33542,"14"
2,13.8809,1.33639,"14"
2,13.8889,1.33684,"14"
2,13.889,1.33684,"14"
2,13.8894,1.33686,"14"
2,13.8981,1.33725,"14"
2,13.9049,1.33755,"14"
2,13.9064,1.33762,"14"
2,13.9139,1.33795,"14"
2,13.9141,1.33796,"14"
2,13.9142,1.33796,"14"
2,13.9144,1.33797,"14"
2,13.9145,1.33798,"14"
2,13.9147,1.33799,"14"
2,13.9223,1.33832,"14"
2,13.9237,1.33839,"14"
2,13.9319,1.33875,"14"
2,13.9324,1.33877,"14"
2,13.9579,1.33991,"14"
2,13.958,1.33991,"14"
2,13.9652,1.34023,"14"
2,13.967,1.34031,"14"
2,13.9672,1.34032,"14"
2,13.9742,1.34058,"14"
2,13.9746,1.34059,"14"
2,13.9747,1.3406,"14"
2,13.9751,1.34061,"14"
2,13.9757,1.34064,"14"
2,13.9826,1.3409,"14"
2,13.983,1.34091,"14"
2,13.9835,1.34093,"14"
2,13.984,1.34095,"14"
2,13.9927,1.34128,"14"
2,14.0003,1.34156,"14"
2,14.0087,1.34188,"14"
2,14.009,1.34189,"14"
2,14.0093,1.3419,"14"
2,14.0095,1.3419,"14"
2,14.0096,1.34191,"14"
2,14.0184,1.34224,"14"
2,14.0187,1.34225,"14"
2,14.0256,1.34251,"14"
2,14.0275,1.34258,"14"
2,14.036,1.3429,"14"
2,14.043,1.34321,"14"
2,14.0437,1.34324,"14"
2,14.0441,1.34326,"14"
2,14.053,1.34365,"14"
2,14.0533,1.34367,"14"
2,14.0606,1.34399,"14"
2,14.0691,1.34437,"14"
2,14.0694,1.34438,"14"
2,14.0703,1.34443,"14"
2,14.0783,1.34478,"14"
2,14.0784,1.34479,"14"
2,14.0786,1.34479,"14"
2,14.0859,1.34512,"14"
2,14.0874,1.34518,"14"
2,14.0963,1.34558,"14"
2,14.1033,1.34589,"14"
2,14.104,1.34592,"14"
2,14.113,1.34632,"14"
2,14.1136,1.34635,"14"
2,14.1138,1.34636,"14"
2,14.1294,1.34723,"14"
2,14.1296,1.34724,"14"
2,14.1306,1.34729,"14"
2,14.131,1.34731,"14"
2,14.1384,1.34773,"14"
2,14.1387,1.34774,"14"
2,14.1393,1.34778,"14"
2,14.1463,1.34816,"14"
2,14.1474,1.34823,"14"
2,14.1476,1.34824,"14"
2,14.1563,1.34872,"14"
2,14.1637,1.34913,"14"
2,14.173,1.34965,"14"
2,14.1739,1.3497,"14"
2,14.182,1.35015,"14"
2,14.1897,1.35058,"14"
2,14.1899,1.35059,"14"
2,14.1912,1.35066,"14"
2,14.1914,1.35067,"14"
2,14.1987,1.351,"14"
2,14.1996,1.35103,"14"
2,14.2066,1.35135,"14"
2,14.2076,1.35139,"14"
2,14.2078,1.3514,"14"
2,14.2086,1.35143,"14"
2,14.2154,1.35174,"14"
2,14.2166,1.35179,"14"
2,14.2169,1.3518,"14"
2,14.2253,1.35218,"14"
2,14.2333,1.35253,"14"
2,14.2429,1.35296,"14"
2,14.2503,1.35329,"14"
2,14.251,1.35332,"14"
2,14.2587,1.35366,"14"
2,14.2669,1.35403,"14"
2,14.2677,1.35406,"14"
2,14.2688,1.35411,"14"
2,14.269,1.35412,"14"
2,14.2757,1.35442,"14"
2,14.2766,1.35446,"14"
2,14.2767,1.35446,"14"
2,14.2772,1.35448,"14"
2,14.2856,1.35486,"14"
2,14.2937,1.35522,"14"
2,14.2943,1.35524,"14"
2,14.2945,1.35525,"14"
2,14.2948,1.35527,"14"
2,14.3106,1.35597,"14"
2,14.3191,1.35635,"14"
2,14.32,1.35639,"14"
2,14.3205,1.35641,"14"
2,14.328,1.35674,"14"
2,14.3457,1.35753,"14"
2,14.3464,1.35756,"14"
2,14.3531,1.35794,"14"
2,14.3545,1.35801,"14"
2,14.3548,1.35803,"14"
2,14.3552,1.35805,"14"
2,14.3627,1.35846,"14"
2,14.3633,1.3585,"14"
2,14.3635,1.35851,"14"
2,14.371,1.35893,"14"
2,14.3715,1.35895,"14"
2,14.3724,1.35901,"14"
2,14.3792,1.35938,"14"
2,14.3794,1.35939,"14"
2,14.3889,1.35992,"14"
2,14.3893,1.35994,"14"
2,14.397,1.36037,"14"
2,14.3981,1.36043,"14"
2,14.4147,1.36136,"14"
2,14.423,1.36182,"14"
2,14.4235,1.36185,"14"
2,14.424,1.36187,"14"
2,14.4313,1.3622,"14"
2,14.4329,1.36227,"14"
2,14.4393,1.36256,"14"
2,14.4395,1.36256,"14"
2,14.4397,1.36257,"14"
2,14.4404,1.3626,"14"
2,14.4409,1.36262,"14"
2,14.4411,1.36263,"14"
2,14.4493,1.363,"14"
2,14.45,1.36303,"14"
2,14.4574,1.36336,"14"
2,14.4583,1.3634,"14"
2,14.4757,1.36417,"14"
2,14.4837,1.36453,"14"
2,14.492,1.3649,"14"
2,14.4925,1.36492,"14"
2,14.4999,1.36525,"14"
2,14.5001,1.36526,"14"
2,14.5003,1.36527,"14"
2,14.5008,1.36529,"14"
2,14.5016,1.36532,"14"
2,14.5098,1.36569,"14"
2,14.5183,1.36606,"14"
2,14.5191,1.3661,"14"
2,14.5263,1.36642,"14"
2,14.5273,1.36647,"14"
2,14.5359,1.36685,"14"
2,14.5363,1.36686,"14"
2,14.5447,1.36724,"14"
2,14.5523,1.36758,"14"
2,14.5526,1.36759,"14"
2,14.5602,1.36793,"14"
2,14.5604,1.36794,"14"
2,14.5606,1.36795,"14"
2,14.5611,1.36797,"14"
2,14.5615,1.36798,"14"
2,14.5788,1.36876,"14"
2,14.5792,1.36878,"14"
2,14.5867,1.36919,"14"
2,14.5872,1.36922,"14"
2,14.5967,1.36975,"14"
2,14.6048,1.3702,"14"
2,14.6049,1.3702,"14"
2,14.613,1.37065,"14"
2,14.6139,1.3707,"14"
2,14.621,1.37109,"14"
2,14.6213,1.37111,"14"
2,14.6215,1.37112,"14"
2,14.6223,1.37117,"14"
2,14.6292,1.37155,"14"
2,14.6294,1.37156,"14"
2,14.6304,1.37162,"14"
2,14.6399,1.37214,"14"
2,14.647,1.37254,"14"
2,14.6476,1.37257,"14"
2,14.6564,1.37306,"14"
2,14.6569,1.37309,"14"
2,14.6647,1.37344,"14"
2,14.6739,1.37385,"14"
2,14.6743,1.37386,"14"
2,14.6813,1.37418,"14"
2,14.6817,1.37419,"14"
2,14.6824,1.37423,"14"
2,14.6897,1.37455,"14"
2,14.6904,1.37458,"14"
2,14.6915,1.37463,"14"
2,14.6994,1.37498,"14"
2,14.6999,1.375,"14"
2,14.7074,1.37533,"14"
2,14.7166,1.37574,"14"
2,14.7254,1.37614,"14"
2,14.7337,1.3765,"14"
2,14.7345,1.37654,"14"
2,14.7429,1.37691,"14"
2,14.7499,1.37722,"14"
2,14.7501,1.37723,"14"
2,14.7503,1.37724,"14"
2,14.7506,1.37726,"14"
2,14.7519,1.37731,"14"
2,14.7594,1.37765,"14"
2,14.7601,1.37768,"14"
2,14.7684,1.37805,"14"
2,14.7691,1.37808,"14"
2,14.7775,1.37845,"14"
2,14.7779,1.37847,"14"
2,14.7942,1.37919,"14"
2,14.7944,1.3792,"14"
2,14.8027,1.37957,"14"
2,14.8104,1.37992,"14"
2,14.8106,1.37992,"14"
2,14.811,1.37994,"14"
2,14.8121,1.37999,"14"
2,14.8205,1.38036,"14"
2,14.8284,1.38071,"14"
2,14.829,1.38074,"14"
2,14.8374,1.38111,"14"
2,14.8382,1.38115,"14"
2,14.8555,1.38192,"14"
2,14.863,1.38225,"14"
2,14.8708,1.3826,"14"
2,14.8712,1.38262,"14"
2,14.872,1.38265,"14"
2,14.8809,1.38305,"14"
2,14.9311,1.38528,"14"
2,14.9585,1.3865,"14"
2,14.9919,1.38798,"14"
2,14.9924,1.388,"14"
2,14.9997,1.38833,"14"
2,14.9999,1.38834,"14"
2,15.0001,1.38835,"14"
2,15.0003,1.38836,"14"
2,15.0008,1.38838,"14"
2.2,0,1,"15"
2.2,0.00402266,1.00046,"15"
2.2,0.0903089,0.998764,"15"
2.2,0.116359,0.998252,"15"
2.2,0.150927,0.997573,"15"
2.2,0.159339,0.997407,"15"
2.2,0.168049,0.997236,"15"
2.2,0.185494,0.996893,"15"
2.2,0.220061,0.996214,"15"
2.2,0.236999,0.995881,"15"
2.2,0.245987,0.995704,"15"
2.2,0.280276,0.99503,"15"
2.2,0.280549,0.995025,"15"
2.2,0.306029,0.994524,"15"
2.2,0.306059,0.994523,"15"
2.2,0.306476,0.994515,"15"
2.2,0.332189,0.99401,"15"
2.2,0.332402,0.994005,"15"
2.2,0.349698,0.993665,"15"
2.2,0.366736,0.993331,"15"
2.2,0.375094,0.993166,"15"
2.2,0.375625,0.993156,"15"
2.2,0.392509,0.992824,"15"
2.2,0.392926,0.992816,"15"
2.2,0.400946,0.992658,"15"
2.2,0.401284,0.992652,"15"
2.2,0.418847,0.992306,"15"
2.2,0.435503,0.991979,"15"
2.2,0.435831,0.991972,"15"
2.2,0.436009,0.991969,"15"
2.2,0.444566,0.991801,"15"
2.2,0.444774,0.991797,"15"
2.2,0.461737,0.991463,"15"
2.2,0.461936,0.991459,"15"
2.2,0.462075,0.991457,"15"
2.2,0.47008,0.991299,"15"
2.2,0.478602,0.991132,"15"
2.2,0.478835,0.991127,"15"
2.2,0.479113,0.991122,"15"
2.2,0.487857,0.99095,"15"
2.2,0.487996,0.990947,"15"
2.2,0.496285,0.990784,"15"
2.2,0.504543,0.990622,"15"
2.2,0.505039,0.990612,"15"
2.2,0.505297,0.990607,"15"
2.2,0.513784,0.99044,"15"
2.2,0.530495,0.990112,"15"
2.2,0.530629,0.990109,"15"
2.2,0.530832,0.990105,"15"
2.2,0.53108,0.9901,"15"
2.2,0.531224,0.990097,"15"
2.2,0.539587,0.989933,"15"
2.2,0.547632,0.989775,"15"
2.2,0.54852,0.989757,"15"
2.2,0.556471,0.989601,"15"
2.2,0.556644,0.989598,"15"
2.2,0.557006,0.989591,"15"
2.2,0.564799,0.989437,"15"
2.2,0.565062,0.989432,"15"
2.2,0.565225,0.989429,"15"
2.2,0.565379,0.989426,"15"
2.2,0.565508,0.989424,"15"
2.2,0.565821,0.989417,"15"
2.2,0.573578,0.989265,"15"
2.2,0.573801,0.989261,"15"
2.2,0.582933,0.989081,"15"
2.2,0.59073,0.988928,"15"
2.2,0.590914,0.988924,"15"
2.2,0.599232,0.988761,"15"
2.2,0.599331,0.988759,"15"
2.2,0.599817,0.988749,"15"
2.2,0.60006,0.988744,"15"
2.2,0.600393,0.988738,"15"
2.2,0.608264,0.988583,"15"
2.2,0.608398,0.98858,"15"
2.2,0.608552,0.988577,"15"
2.2,0.608855,0.988572,"15"
2.2,0.617694,0.988398,"15"
2.2,0.625287,0.988249,"15"
2.2,0.625476,0.988245,"15"
2.2,0.625595,0.988242,"15"
2.2,0.625982,0.988235,"15"
2.2,0.634364,0.98807,"15"
2.2,0.634781,0.988062,"15"
2.2,0.642613,0.987908,"15"
2.2,0.643099,0.987898,"15"
2.2,0.643615,0.987888,"15"
2.2,0.65106,0.987742,"15"
2.2,0.659949,0.987567,"15"
2.2,0.660058,0.987565,"15"
2.2,0.660192,0.987562,"15"
2.2,0.660529,0.987556,"15"
2.2,0.660703,0.987552,"15"
2.2,0.660916,0.987548,"15"
2.2,0.668381,0.987401,"15"
2.2,0.676977,0.987233,"15"
2.2,0.677389,0.987224,"15"
2.2,0.677537,0.987221,"15"
2.2,0.677651,0.987219,"15"
2.2,0.678217,0.987208,"15"
2.2,0.685469,0.987066,"15"
2.2,0.685493,0.987065,"15"
2.2,0.685895,0.987057,"15"
2.2,0.686456,0.987046,"15"
2.2,0.686649,0.987042,"15"
2.2,0.695518,0.986868,"15"
2.2,0.702943,0.986722,"15"
2.2,0.70336,0.986714,"15"
2.2,0.711643,0.986551,"15"
2.2,0.712085,0.986542,"15"
2.2,0.712199,0.98654,"15"
2.2,0.712377,0.986537,"15"
2.2,0.712576,0.986533,"15"
2.2,0.712814,0.986528,"15"
2.2,0.720363,0.98638,"15"
2.2,0.720472,0.986378,"15"
2.2,0.720556,0.986376,"15"
2.2,0.728706,0.986216,"15"
2.2,0.729872,0.986193,"15"
2.2,0.730115,0.986188,"15"
2.2,0.746032,0.985875,"15"
2.2,0.746309,0.98587,"15"
2.2,0.746746,0.985861,"15"
2.2,0.746929,0.985858,"15"
2.2,0.747416,0.985848,"15"
2.2,0.755158,0.985696,"15"
2.2,0.755253,0.985694,"15"
2.2,0.755798,0.985683,"15"
2.2,0.763248,0.985537,"15"
2.2,0.764215,0.985518,"15"
2.2,0.764716,0.985508,"15"
2.2,0.771725,0.98537,"15"
2.2,0.771755,0.98537,"15"
2.2,0.771973,0.985365,"15"
2.2,0.77235,0.985358,"15"
2.2,0.773099,0.985343,"15"
2.2,0.780678,0.985194,"15"
2.2,0.780777,0.985192,"15"
2.2,0.781293,0.985182,"15"
2.2,0.7898,0.985015,"15"
2.2,0.790137,0.985008,"15"
2.2,0.798098,0.984852,"15"
2.2,0.798326,0.984847,"15"
2.2,0.799021,0.984834,"15"
2.2,0.807215,0.984673,"15"
2.2,0.814804,0.984523,"15"
2.2,0.814829,0.984523,"15"
2.2,0.814977,0.98452,"15"
2.2,0.816064,0.984499,"15"
2.2,0.816322,0.984494,"15"
2.2,0.823682,0.984349,"15"
2.2,0.824149,0.98434,"15"
2.2,0.825255,0.984318,"15"
2.2,0.832685,0.984172,"15"
2.2,0.832973,0.984166,"15"
2.2,0.840899,0.98401,"15"
2.2,0.841187,0.984005,"15"
2.2,0.841499,0.983999,"15"
2.2,0.841767,0.983993,"15"
2.2,0.842248,0.983984,"15"
2.2,0.842556,0.983978,"15"
2.2,0.849391,0.983844,"15"
2.2,0.849629,0.983839,"15"
2.2,0.849713,0.983837,"15"
2.2,0.850611,0.98382,"15"
2.2,0.857982,0.983675,"15"
2.2,0.858512,0.983664,"15"
2.2,0.859856,0.983638,"15"
2.2,0.86817,0.983474,"15"
2.2,0.868532,0.983467,"15"
2.2,0.875942,0.983322,"15"
2.2,0.876145,0.983318,"15"
2.2,0.876314,0.983314,"15"
2.2,0.876537,0.98331,"15"
2.2,0.884478,0.983154,"15"
2.2,0.884667,0.98315,"15"
2.2,0.885471,0.983134,"15"
2.2,0.885828,0.983127,"15"
2.2,0.892623,0.982994,"15"
2.2,0.90106,0.982828,"15"
2.2,0.901085,0.982827,"15"
2.2,0.901601,0.982817,"15"
2.2,0.902459,0.9828,"15"
2.2,0.903129,0.982787,"15"
2.2,0.909959,0.982653,"15"
2.2,0.910693,0.982639,"15"
2.2,0.910861,0.982635,"15"
2.2,0.91855,0.982484,"15"
2.2,0.918748,0.98248,"15"
2.2,0.918931,0.982477,"15"
2.2,0.920048,0.982455,"15"
2.2,0.920429,0.982447,"15"
2.2,0.927279,0.982313,"15"
2.2,0.927736,0.982304,"15"
2.2,0.92784,0.982302,"15"
